TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Departure_CO2e,Return_CO2e,Hotel_CO2e,Spend_CO2e,TotalCO2e,HighCarbon
208,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,Yes,9000,M1002-M5160,Executive Management,3,900,3055.657648,3055.657648,154.2,1487.292437,6265.515296,1
209,US,New York,MX,Mexico City,12,Business Class Flight,Conference/Exhibition,Yes,10000,M1002-M5165,Marketing,2,3000,743.2958481,743.2958481,38.6,2434.587301,1525.191696,0
210,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,M1002-M5165,Sales,3,1950,1708.458757,1708.458757,48.3,1537.012352,3465.217514,0
211,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,M1002-M5183,Marketing,2,2700,931.1466752,931.1466752,32.2,2128.170949,1894.49335,0
213,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,Yes,6000,M1002-M5186,Sales,6,450,124.2912857,124.2912857,44.4,458.3749862,292.9825714,0
215,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,M1002-M5207,Value Engineering,2,3300,2336.832592,2336.832592,26.4,1825.100549,4700.065184,1
220,DE,Berlin,NL,Amsterdam,14,Volkswagen Golf diesel,Customer Visit,Yes,9000,M1002-M5230,Executive Management,3,3150,143.2837224,144.9568848,44.4,511.7691036,332.6406072,0
221,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Conference/Exhibition,No,7000,M1002-M5241,Sales,1,3450,199.45926,199.5385392,35,890.2270588,433.9977992,0
222,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,7000,M1002-M5252,Sales,2,1800,539.7168999,539.7168999,117.8,2944.558515,1197.2338,0
223,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Customer Visit,No,6000,M1002-M5252,Ecosystem,3,3150,1123.944467,1123.944467,57,3107.063233,2304.888934,0
224,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Internal Business Trip,No,7000,M1002-M5258,Sales,5,3600,259.7536755,259.85692,175,928.9325831,694.6105955,0
225,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Conference/Exhibition,No,9000,M1002-M5260,Marketing,1,2400,395.3378272,395.7721365,51.4,1028.033739,842.5099637,0
226,CN,Beijing,RU,Moscow,13,BMW 3 diesel,Conference/Exhibition,No,8000,M1002-M5267,Marketing,1,1200,2047.53958,2047.53958,24.2,554.9348389,4119.27916,1
227,DE,Berlin,FR,Paris,4,Train,Conference/Exhibition,No,6000,M1002-M5270,Value Engineering,3,2550,31.2057451,12.03833757,20.1,1605.732864,63.34408267,0
228,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,No,7000,M1002-M5273,Sales,3,2700,124.2912857,124.2912857,22.2,2750.249917,270.7825714,0
229,CN,Beijing,TR,Istanbul,15,Volkswagen Golf petrol,Customer Visit,No,10000,M1002-M5277,Executive Management,6,3300,2126.3424,2126.3424,192.6,146.8110096,4445.2848,1
230,DE,Berlin,IT,Rome,15,Volkswagen Golf petrol,Customer Visit,No,10000,M1002-M5279,Value Engineering,5,1200,327.75834,328.0424784,71.5,164.5043683,727.3008184,0
231,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,10000,M1002-M5296,Marketing,6,3450,251.2322036,251.2322036,336,89.75276849,838.4644072,0
233,AU,Sydney,AU,Perth,13,BMW 3 diesel,Partner Visit,No,8000,M1002-M5302,Sales,2,900,1111.772751,1111.090996,70,232.2331458,2292.863747,0
234,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Customer Visit,Yes,7000,M1002-M5307,Sales,3,1350,507.5120232,523.6552776,21,270.5334398,1052.167301,0
235,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,9000,M1002-M5318,Ecosystem,3,2850,251.2322036,251.2322036,168,74.14359136,670.4644072,0
237,BR,Ṣo Paulo,ZA,Johannesburg,11,First Class Flight,Customer Visit,No,6000,M1002-M5325,Marketing,2,2550,4214.705334,4214.705334,102.8,4213.995239,8532.210668,1
238,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,10000,M1002-M5338,Sales,4,1500,2336.832592,2336.832592,52.8,829.5911585,4726.465184,1
240,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,9000,M1002-M5349,Executive Management,3,300,1053.713528,1053.713528,154.2,495.7641457,2261.627056,0
241,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,Yes,9000,M1002-M5356,Executive Management,2,3150,124.2912857,124.2912857,14.8,3208.624903,263.3825714,0
242,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,M1002-M5365,Marketing,1,750,2336.832592,2336.832592,13.2,414.7955793,4686.865184,1
243,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Internal Business Trip,No,8000,M1002-M5369,Sales,4,1800,376.8228857,376.8228857,224,46.82753139,977.6457714,0
244,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,9000,M1002-M5369,Value Engineering,3,450,251.2322036,251.2322036,168,11.70688285,670.4644072,0
245,MX,Mexico City,US,Miami,17,Fiat 500 electric,Enablement,No,6000,M1002-M5369,Services,3,3600,621.5383531,621.5672243,48.3,374.2674854,1291.405577,0
246,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,9000,M1002-M5371,Sales,2,1500,539.7168999,539.7168999,117.8,2453.798762,1197.2338,0
247,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,8000,M1002-M5372,Sales,3,1800,931.1466752,931.1466752,48.3,1418.780632,1910.59335,0
249,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Customer Visit,No,6000,M1002-M5391,Value Engineering,3,900,507.5120232,523.6552776,21,180.3556265,1052.167301,0
250,CN,Beijing,RU,Moscow,4,Train,Conference/Exhibition,No,10000,M1002-M5395,Sales,1,1200,294.9403264,197.6089127,24.2,1047.07638,516.7492391,0
254,AU,Sydney,SG,Singapore,12,Business Class Flight,Enablement,Yes,6000,M1002-M5415,Executive Management,3,2550,2585.157414,2585.157414,73.5,3066.884277,5243.814828,1
257,US,New York,CA,Toronto,17,Fiat 500 electric,Conference/Exhibition,No,6000,M1002-M5435,Office Management,4,450,143.1649352,144.1694358,29.6,125.7657441,316.934371,0
258,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,No,6000,M1002-M5437,Sales,6,3300,891.4661434,891.4661434,147,3968.909064,1929.932287,0
259,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Customer Visit,No,10000,M1002-M5447,Customer Support,2,900,395.3378272,395.7721365,102.8,385.5126522,893.9099637,0
260,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,No,7000,M1002-M5451,Sales,3,3150,3055.657648,3055.657648,154.2,5205.52353,6265.515296,1
262,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,8000,M1002-M5461,Marketing,5,1200,1053.713528,1053.713528,257,1983.056583,2364.427056,0
263,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,No,10000,M1002-M5463,Legal,1,3000,2700.226755,2700.226755,16.1,2364.634387,5416.55351,1
264,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,6000,M1002-M5478,Sales,2,750,1708.458757,1708.458757,32.2,591.1585968,3449.117514,0
265,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Conference/Exhibition,No,10000,M1002-M5483,Value Engineering,2,1800,199.45926,199.5385392,70,464.4662916,468.9977992,0
266,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,M1002-M5484,Office Management,2,3900,931.1466752,931.1466752,32.2,3074.024703,1894.49335,0
267,CN,Beijing,IN,New Delhi,4,Train,Internal Business Trip,Yes,6000,M1002-M5487,Executive Management,1,1800,236.6405508,324.046749,58.9,1226.066958,619.5872998,0
268,CN,Beijing,AU,Sydney,12,Business Class Flight,Conference/Exhibition,No,8000,M1002-M5499,Operations,3,3150,3682.349429,3682.349429,105,3783.701825,7469.698858,1
270,AU,Sydney,SG,Singapore,12,Business Class Flight,Internal Business Trip,No,10000,M1002-M5517,Sales,1,2850,2585.157414,2585.157414,24.5,3427.694192,5194.814828,1
271,BR,Ṣo Paulo,PT,Lisbon,12,Business Class Flight,Conference/Exhibition,Yes,10000,M1002-M5520,Sales,3,1800,3259.319934,3259.319934,57,1775.464704,6575.639868,1
272,CN,Beijing,RU,Moscow,12,Business Class Flight,Partner Visit,No,9000,M1002-M5532,Value Engineering,3,3600,2380.449255,2380.449255,72.6,4535.19566,4833.49851,1
273,CN,Beijing,RU,Moscow,14,Volkswagen Golf diesel,Customer Visit,Yes,9000,M1002-M5534,Marketing,3,2700,1572.2616,1572.2616,72.6,1248.603388,3217.1232,0
274,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,M1002-M5540,Legal,6,300,2336.832592,2336.832592,79.2,165.9182317,4752.865184,1
275,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,M1002-M5542,Executive Management,1,3600,1708.458757,1708.458757,16.1,2837.561265,3433.017514,0
278,US,New York,MX,Mexico City,12,Business Class Flight,Customer Visit,Yes,7000,M1003-M5003,Sales,2,1350,743.2958481,743.2958481,38.6,1095.564285,1525.191696,0
280,US,New York,MX,Mexico City,12,Business Class Flight,Conference/Exhibition,Yes,8000,M1003-M5008,Marketing,1,2250,743.2958481,743.2958481,19.3,1825.940475,1505.891696,0
283,DE,Berlin,FR,Paris,14,Volkswagen Golf diesel,Conference/Exhibition,No,9000,M1003-M5016,Marketing,2,3000,230.3613312,230.299524,13.4,0,474.0608552,0
284,AU,Sydney,US,Los Angeles,10,Economy Flight,Enablement,No,6000,M1003-M5020,Ecosystem,2,3000,1708.458757,1708.458757,32.2,2364.634387,3449.117514,0
285,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,Yes,7000,M1003-M5026,Product Management,2,1500,411.5677048,411.5677048,14,1577.127795,837.1354096,0
287,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,6000,M1003-M5028,Sales,5,1200,2336.832592,2336.832592,66,663.6729268,4739.665184,1
289,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Customer Visit,Yes,10000,M1003-M5029,Value Engineering,1,1350,507.5120232,523.6552776,7,270.5334398,1038.167301,0
290,AU,Sydney,NZ,Auckland,10,Economy Flight,Conference/Exhibition,Yes,9000,M1003-M5031,Customer Support,1,3000,320.0854747,320.0854747,10.4,3428.63954,650.5709494,0
291,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Enablement,No,7000,M1003-M5034,Value Engineering,3,900,251.2322036,251.2322036,168,23.41376569,670.4644072,0
292,AU,Sydney,AU,Melbourne,14,Volkswagen Golf diesel,Customer Visit,No,6000,M1003-M5034,Value Engineering,3,3150,191.0209392,190.4264544,105,812.8160102,486.4473936,0
294,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,M1003-M5036,Services,1,750,1708.458757,1708.458757,16.1,591.1585968,3433.017514,0
295,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,7000,M1003-M5036,Ecosystem,2,2700,931.1466752,931.1466752,32.2,2128.170949,1894.49335,0
296,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,10000,M1003-M5037,Customer Support,1,3150,251.2322036,251.2322036,56,81.94817992,558.4644072,0
297,MX,Mexico City,US,Miami,17,Fiat 500 electric,Conference/Exhibition,No,6000,M1003-M5038,Services,4,3150,621.5383531,621.5672243,64.4,327.4840497,1307.505577,0
298,DE,Berlin,FR,Paris,4,Train,Conference/Exhibition,No,7000,M1003-M5038,Value Engineering,2,1500,31.2057451,12.01119944,13.4,944.5487435,56.61694454,0
299,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,8000,M1003-M5040,Product Management,3,1200,931.1466752,931.1466752,48.3,945.8537549,1910.59335,0
300,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Partner Visit,No,7000,M1003-M5042,Office Management,1,1200,303.5714136,303.9049104,51.4,514.0168696,658.876324,0
302,AU,Sydney,US,Los Angeles,12,Business Class Flight,Internal Business Trip,Yes,8000,M1003-M5049,Sales,2,2400,4954.349478,4954.349478,32.2,1891.70751,9940.898956,1
303,CN,Beijing,TR,Istanbul,14,Volkswagen Golf diesel,Customer Visit,No,7000,M1003-M5051,Office Management,1,3150,2126.3424,2126.3424,32.1,140.1377819,4284.7848,1
305,AU,Sydney,US,Los Angeles,12,Business Class Flight,Conference/Exhibition,No,6000,M1003-M5052,Sales,1,3150,4954.349478,4954.349478,16.1,2482.866107,9924.798956,1
306,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,Yes,8000,M1003-M5053,Services,2,3000,3055.657648,3055.657648,102.8,4957.641457,6214.115296,1
307,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,7000,M1003-M5056,Marketing,3,750,931.1466752,931.1466752,48.3,591.1585968,1910.59335,0
308,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,Yes,8000,M1003-M5057,Marketing,5,3750,411.5677048,411.5677048,35,3942.819488,858.1354096,0
309,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,7000,M1003-M5058,Sales,2,3150,251.2322036,251.2322036,112,81.94817992,614.4644072,0
310,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,9000,M1003-M5058,Sales,3,450,1708.458757,1708.458757,48.3,354.6951581,3465.217514,0
311,BR,Ṣo Paulo,AR,Buenos Aires,15,Volkswagen Golf petrol,Conference/Exhibition,Yes,10000,M1003-M5058,Marketing,2,450,486.81906,482.5980432,112,6.233592765,1081.417103,0
313,US,New York,CA,Toronto,4,Train,Conference/Exhibition,No,10000,M1003-M5058,Ecosystem,4,3300,66.41529809,66.39576842,29.6,3292.831497,162.4110665,0
314,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Internal Business Trip,No,6000,M1003-M5063,Marketing,2,750,6776.567059,6776.567059,26.4,414.7955793,13579.53412,1
315,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,8000,M1003-M5064,Value Engineering,1,1200,1053.713528,1053.713528,51.4,1983.056583,2158.827056,0
319,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,7000,M1003-M5072,Ecosystem,2,3600,1708.458757,1708.458757,32.2,2837.561265,3449.117514,0
321,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Conference/Exhibition,No,10000,M1003-M5073,Sales,3,3150,1123.944467,1123.944467,57,3107.063233,2304.888934,0
322,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Customer Visit,Yes,7000,M1003-M5077,Operations,5,1500,259.7536755,259.85692,175,387.055243,694.6105955,0
323,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,10000,M1003-M5078,Sales,3,3450,931.1466752,931.1466752,48.3,2719.329545,1910.59335,0
325,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Conference/Exhibition,No,10000,M1003-M5084,Sales,2,2250,376.8228857,376.8228857,112,58.53441423,865.6457714,0
327,AU,Sydney,NZ,Auckland,10,Economy Flight,Customer Visit,Yes,10000,M1003-M5085,Sales,4,900,320.0854747,320.0854747,41.6,1028.591862,681.7709494,0
328,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,10000,M1003-M5087,Sales,3,3600,1053.713528,1053.713528,154.2,5949.169749,2261.627056,0
330,CN,Beijing,IN,New Delhi,4,Train,Customer Visit,No,10000,M1003-M5090,Value Engineering,2,450,236.6405508,324.046749,117.8,306.5167395,678.4872998,0
331,BR,Ṣo Paulo,ZA,Johannesburg,11,First Class Flight,Conference/Exhibition,No,8000,M1003-M5092,Product Management,6,3150,4214.705334,4214.705334,308.4,5205.52353,8737.810668,1
333,AU,Sydney,AU,Perth,13,BMW 3 diesel,Customer Visit,No,7000,M1003-M5094,Sales,6,1800,1111.772751,1111.090996,210,464.4662916,2432.863747,0
334,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,7000,M1003-M5095,Sales,2,2550,891.4661434,891.4661434,49,3066.884277,1831.932287,0
335,CN,Beijing,TR,Istanbul,14,Volkswagen Golf diesel,Customer Visit,No,6000,M1003-M5096,Operations,5,750,2126.3424,2126.3424,160.5,33.36613854,4413.1848,1
336,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,7000,M1003-M5096,Ecosystem,5,1200,820.8745452,820.8745452,121,1511.731887,1762.74909,0
337,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,9000,M1003-M5098,Executive Management,4,1500,820.8745452,820.8745452,96.8,1889.664858,1738.54909,0
340,AU,Sydney,AU,Brisbane,16,BMW 3 plugin hybrid,Enablement,No,6000,M1003-M5119,Sales,1,3300,259.7536755,259.85692,35,851.5215345,554.6105955,0
342,AU,Sydney,NZ,Auckland,13,BMW 3 diesel,Conference/Exhibition,Yes,9000,M1003-M5123,Customer Support,2,1200,0,0,20.8,330.4480232,20.8,0
344,AU,Sydney,AU,Melbourne,15,Volkswagen Golf petrol,Conference/Exhibition,No,9000,M1003-M5133,Marketing,3,3000,191.0209392,190.4264544,105,774.1104859,486.4473936,0
345,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,10000,M1003-M5134,Executive Management,1,900,539.7168999,539.7168999,58.9,1472.279257,1138.3338,0
346,DE,Berlin,ES,Madrid,12,Business Class Flight,Internal Business Trip,Yes,6000,M1003-M5135,Marketing,4,2400,411.5677048,411.5677048,28,2523.404472,851.1354096,0
347,AU,Sydney,US,Los Angeles,12,Business Class Flight,Conference/Exhibition,No,7000,M1003-M5139,Customer Support,2,2400,4954.349478,4954.349478,32.2,1891.70751,9940.898956,1
348,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,6000,M1003-M5142,Sales,2,1500,891.4661434,891.4661434,49,1804.049575,1831.932287,0
349,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Conference/Exhibition,No,8000,M1003-M5143,Sales,4,3450,507.5120232,523.6552776,28,691.3632349,1059.167301,0
350,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Conference/Exhibition,No,9000,M1003-M5146,Executive Management,1,3000,507.5120232,523.6552776,7,601.1854217,1038.167301,0
351,CN,Beijing,IN,New Delhi,10,Economy Flight,Internal Business Trip,No,9000,M1003-M5146,Sales,2,3600,539.7168999,539.7168999,117.8,5889.11703,1197.2338,0
352,ES,Madrid,PT,Lisbon,13,BMW 3 diesel,Conference/Exhibition,No,8000,M1003-M5148,Sales,3,3000,178.6769103,180.4855371,57,798.5540881,416.1624474,0
353,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,8000,M1003-M5148,Ecosystem,2,3150,1053.713528,1053.713528,102.8,5205.52353,2210.227056,0
355,CN,Beijing,RU,Moscow,10,Economy Flight,Enablement,No,7000,M1003-M5149,Marketing,6,900,820.8745452,820.8745452,145.2,1133.798915,1786.94909,0
356,DE,Berlin,ES,Madrid,12,Business Class Flight,Conference/Exhibition,No,7000,M1003-M5149,Marketing,2,1800,411.5677048,411.5677048,14,1892.553354,837.1354096,0
357,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,9000,M1003-M5151,Sales,1,3450,891.4661434,891.4661434,24.5,4149.314022,1807.432287,0
358,CN,Beijing,TR,Istanbul,14,Volkswagen Golf diesel,Conference/Exhibition,No,10000,M1003-M5151,Sales,2,3600,2126.3424,2126.3424,64.2,160.157465,4316.8848,1
359,DE,Berlin,ES,Madrid,13,BMW 3 diesel,Customer Visit,No,6000,M1003-M5152,Marketing,6,3150,660.9275167,681.9507054,42,631.2446928,1384.878222,0
360,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,M1003-M5154,Sales,4,3000,931.1466752,931.1466752,64.4,2364.634387,1926.69335,0
361,DE,Berlin,GB,London,12,Business Class Flight,Conference/Exhibition,Yes,6000,M1003-M5160,Sales,2,1350,213.7416528,213.7416528,20.8,1141.912743,448.2833056,0
363,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,7000,M1003-M5163,Sales,5,1200,891.4661434,891.4661434,122.5,1443.23966,1905.432287,0
364,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,7000,M1003-M5165,Sales,2,3000,891.4661434,891.4661434,49,3608.09915,1831.932287,0
365,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,M1003-M5166,Value Engineering,5,1200,931.1466752,931.1466752,80.5,945.8537549,1942.79335,0
366,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,M1003-M5166,Value Engineering,4,2700,1708.458757,1708.458757,64.4,2128.170949,3481.317514,1
367,CN,Beijing,RU,Moscow,4,Train,Conference/Exhibition,Yes,9000,M1003-M5167,Operations,3,3000,294.9403264,197.6089127,72.6,2617.69095,565.1492391,0
370,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,M1003-M5171,Ecosystem,1,3750,931.1466752,931.1466752,16.1,2955.792984,1878.39335,0
371,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,8000,M1003-M5171,Value Engineering,1,3750,931.1466752,931.1466752,16.1,2955.792984,1878.39335,0
372,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Internal Business Trip,No,8000,M1003-M5178,Sales,1,3150,143.2837224,144.9568848,14.8,511.7691036,303.0406072,0
373,AU,Sydney,US,Los Angeles,10,Economy Flight,Enablement,No,10000,M1003-M5180,Sales,4,2400,1708.458757,1708.458757,64.4,1891.70751,3481.317514,1
374,JP,Fukuoka,JP,Tokyo,16,BMW 3 plugin hybrid,Conference/Exhibition,No,9000,M1003-M5183,Sales,3,450,307.477645,307.938121,117,81.47594026,732.415766,0
375,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,Yes,10000,M1003-M5183,Sales,5,450,3055.657648,3055.657648,257,743.6462186,6368.315296,1
376,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Customer Visit,No,10000,M1003-M5184,Value Engineering,2,2400,6776.567059,6776.567059,26.4,1327.345854,13579.53412,1
378,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Internal Business Trip,No,6000,M1003-M5185,Value Engineering,3,3000,251.2322036,251.2322036,168,78.04588564,670.4644072,0
379,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,8000,M1003-M5186,Value Engineering,3,1800,1708.458757,1708.458757,48.3,1418.780632,3465.217514,0
380,AU,Sydney,AU,Perth,14,Volkswagen Golf diesel,Customer Visit,No,6000,M1003-M5187,Ecosystem,1,3600,853.7063808,853.182876,35,928.9325831,1741.889257,0
382,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Conference/Exhibition,No,7000,M1003-M5192,Value Engineering,4,2100,143.2837224,144.9568848,59.2,341.1794024,347.4406072,0
383,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,M1003-M5202,Marketing,1,3300,2336.832592,2336.832592,13.2,1825.100549,4686.865184,1
