TripID,EmployeeNumber,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
325,M1003-M5084,TR000325,EXP000325,,Partial reimbursement,340.84,,,,,,Updated Business Class Flight,104.47,Safety concern,,3,3,V18
327,M1003-M5085,TR000327,EXP000327,Missing receipt,Standard travel reimbursement,289.73,,,,,,,,,,,4,V1
328,M1003-M5087,TR000328,EXP000328,,Policy exception approved,452.39,,,,,,Updated Economy Flight,249.68,Time constraints,,,4,V1
330,M1003-M5090,TR000330,EXP000330,,Policy exception approved,153.34,,,,,,,,,,,4,V1
331,M1003-M5092,TR000331,EXP000331,,Standard travel reimbursement,405.96,,,,,,,,,,,4,V1
333,M1003-M5094,TR000333,EXP000333,,Standard travel reimbursement,185.05,,,,,,,,,,,1,V1
334,M1003-M5095,TR000334,EXP000334,,Policy exception approved,345.7,,,,,,,,,,,4,V1
335,M1003-M5096,TR000335,EXP000335,,Standard travel reimbursement,185.31,,Rebooked rental,Schedule conflict,,,Updated Fiat 500 electric,58.6,Cost optimization,,,4,V27
336,M1003-M5096,TR000336,EXP000336,,Policy exception approved,223.9,,,,,,,,,,,2,V1
337,M1003-M5098,TR000337,EXP000337,,Standard travel reimbursement,241.22,,,,,,,,,,2,1,V18
340,M1003-M5119,TR000340,EXP000340,,Standard travel reimbursement,458.51,,,,,,,,,,3,3,V17
342,M1003-M5123,TR000342,EXP000342,,Standard travel reimbursement,458.95,,,,,,,,,,,4,V21
344,M1003-M5133,TR000344,EXP000344,Personal expense,Policy exception approved,378.48,,,,New hotel chosen,Location preference,,,,,4,3,V19
345,M1003-M5134,TR000345,EXP000345,,Policy exception approved,194.69,,,,,,,,,,,2,V25
346,M1003-M5135,TR000346,EXP000346,Missing receipt,Standard travel reimbursement,442.31,,,,,,,,,Security screening,,1,V21
347,M1003-M5139,TR000347,EXP000347,,Standard travel reimbursement,347.31,,,,,,,,,Mechanical issue,,1,V25
348,M1003-M5142,TR000348,EXP000348,,Standard travel reimbursement,274.03,,,,,,Updated Economy Flight,42.17,Time constraints,,4,2,V17
349,M1003-M5143,TR000349,EXP000349,,Partial reimbursement,426.6,,,,New hotel chosen,Rate change,,,,,,0,V25
350,M1003-M5146,TR000350,EXP000350,Late submission,Standard travel reimbursement,521.43,,,,,,,,,,,4,V1
351,M1003-M5146,TR000351,EXP000351,,Standard travel reimbursement,427.74,,,,,,Updated Economy Flight,-238.1,Safety concern,Security screening,,2,V11
352,M1003-M5148,TR000352,EXP000352,,Partial reimbursement,405.06,,,,,,,,,,,0,V1
353,M1003-M5148,TR000353,EXP000353,,Partial reimbursement,522.48,,,,,,,,,Weather delay,,2,V20
355,M1003-M5149,TR000355,EXP000355,,Partial reimbursement,212.59,Personal emergency,,,,,,,,,,3,V22
356,M1003-M5149,TR000356,EXP000356,,Partial reimbursement,316.83,,,,,,,,,,,4,V1
357,M1003-M5151,TR000357,EXP000357,,Standard travel reimbursement,521.44,,,,,,,,,,,2,V21
358,M1003-M5151,TR000358,EXP000358,,Policy exception approved,437.26,,,,,,,,,,,4,V1
359,M1003-M5152,TR000359,EXP000359,,Partial reimbursement,487.66,,,,,,,,,,,0,V1
360,M1003-M5154,TR000360,EXP000360,,Standard travel reimbursement,477.99,,Rebooked flight,Cheaper fare,,,,,,,,3,V9
361,M1003-M5160,TR000361,EXP000361,Personal expense,Policy exception approved,488,,,,,,Updated Business Class Flight,-130.26,Safety concern,,,1,V1
363,M1003-M5163,TR000363,EXP000363,,Policy exception approved,227.06,,,,,,,,,,,1,V1
364,M1003-M5165,TR000364,EXP000364,,Partial reimbursement,427,Operational issue,Rebooked flight,Better schedule,,,,,,,,0,V1
365,M1003-M5166,TR000365,EXP000365,,Partial reimbursement,214.11,,,,,,,,,,,0,V25
366,M1003-M5166,TR000366,EXP000366,,Standard travel reimbursement,419.97,,,,New hotel chosen,Hotel overbooked,,,,,,1,V1
367,M1003-M5167,TR000367,EXP000367,Personal expense,Standard travel reimbursement,214.53,,,,,,,,,,,1,V1
370,M1003-M5171,TR000370,EXP000370,,Standard travel reimbursement,469.61,,,,,,,,,,,0,V1
371,M1003-M5171,TR000371,EXP000371,,Policy exception approved,518.34,,,,,,,,,,,2,V1
372,M1003-M5178,TR000372,EXP000372,,Partial reimbursement,390.57,,,,New hotel chosen,Quality issue,Updated Volkswagen Golf petrol,259.16,Time constraints,,,1,V1
373,M1003-M5180,TR000373,EXP000373,,Standard travel reimbursement,319.85,,,,,,,,,Security screening,,3,V1
374,M1003-M5183,TR000374,EXP000374,,Standard travel reimbursement,148,,Rebooked rental,Route change,,,Updated BMW 3 diesel,162.97,Client preference,,,3,V15
375,M1003-M5183,TR000375,EXP000375,,Standard travel reimbursement,341.08,,,,,,,,,,,3,V1
376,M1003-M5184,TR000376,EXP000376,,Partial reimbursement,349.15,,,,,,,,,,,0,V1
378,M1003-M5185,TR000378,EXP000378,,Policy exception approved,407.33,,,,,,,,,,,3,V1
379,M1003-M5186,TR000379,EXP000379,,Standard travel reimbursement,276.53,,,,,,,,,,,2,V1
380,M1003-M5187,TR000380,EXP000380,,Partial reimbursement,476.51,,,,,,,,,Vehicle breakdown,,0,V28
382,M1003-M5192,TR000382,EXP000382,,Standard travel reimbursement,295.28,,,,,,,,,,,0,V1
383,M1003-M5202,TR000383,EXP000383,,Policy exception approved,398.16,,,,,,,,,Mechanical issue,,0,V1
384,M1003-M5204,TR000384,EXP000384,,Partial reimbursement,301.87,,,,,,,,,,,1,V25
385,M1003-M5204,TR000385,EXP000385,,Partial reimbursement,214.62,,,,,,,,,,,0,V1
387,M1003-M5216,TR000387,EXP000387,,Standard travel reimbursement,393.65,,,,,,,,,,,0,V1
388,M1003-M5218,TR000388,EXP000388,,Standard travel reimbursement,156.84,,,,,,,,,,,0,V14
390,M1003-M5220,TR000390,EXP000390,,Policy exception approved,488.52,,,,,,,,,,,1,V13
391,M1003-M5221,TR000391,EXP000391,,Standard travel reimbursement,400.94,,,,,,,,,,,3,V13
392,M1003-M5224,TR000392,EXP000392,Missing receipt,Policy exception approved,116.06,,,,,,,,,,,2,V13
393,M1003-M5224,TR000393,EXP000393,,Standard travel reimbursement,189.71,,,,,,,,,,,3,V26
394,M1003-M5224,TR000394,EXP000394,,Partial reimbursement,216.46,,,,,,,,,,3,2,V19
395,M1003-M5224,TR000395,EXP000395,,Standard travel reimbursement,495.52,,,,,,,,,Weather delay,,1,V28
396,M1003-M5229,TR000396,EXP000396,,Standard travel reimbursement,370.91,,Rebooked flight,Route change,New hotel chosen,Rate change,,,,,,3,V23
399,M1003-M5236,TR000399,EXP000399,,Policy exception approved,389.67,,Rebooked flight,Cheaper fare,,,Updated Business Class Flight,211.64,Time constraints,,,0,V15
400,M1003-M5241,TR000400,EXP000400,,Partial reimbursement,412.13,,Rebooked rental,Schedule conflict,New hotel chosen,Location preference,,,,,,1,V24
401,M1003-M5241,TR000401,EXP000401,,Partial reimbursement,465.04,,,,,,,,,,,4,V22
405,M1003-M5261,TR000405,EXP000405,,Standard travel reimbursement,191.78,,,,,,,,,,,2,V1
406,M1003-M5263,TR000406,EXP000406,,Partial reimbursement,308.04,,,,,,,,,,,3,V26
407,M1003-M5263,TR000407,EXP000407,,Partial reimbursement,301.48,,,,,,,,,,,3,V1
408,M1003-M5265,TR000408,EXP000408,,Standard travel reimbursement,167.99,Weather disruption,Rebooked flight,Route change,,,,,,Airport congestion,,0,V12
409,M1003-M5269,TR000409,EXP000409,,Policy exception approved,487.5,,,,,,,,,,4,2,V19
410,M1003-M5270,TR000410,EXP000410,,Partial reimbursement,370.76,,Rebooked flight,Route change,Alternative hotel selected,Rate change,,,,,,4,V24
411,M1003-M5270,TR000411,EXP000411,,Standard travel reimbursement,258.19,,,,,,,,,,,2,V16
412,M1003-M5273,TR000412,EXP000412,,Standard travel reimbursement,189.83,,,,,,,,,,,2,V1
413,M1003-M5274,TR000413,EXP000413,,Partial reimbursement,377.17,,,,,,,,,,,0,V1
414,M1003-M5274,TR000414,EXP000414,Late submission,Policy exception approved,233.88,,,,,,,,,Security screening,,1,V20
415,M1003-M5274,TR000415,EXP000415,,Policy exception approved,248.34,,,,,,,,,,,2,V33
416,M1003-M5276,TR000416,EXP000416,Missing receipt,Standard travel reimbursement,205.5,,,,,,,,,,,0,V14
417,M1003-M5276,TR000417,EXP000417,Out of policy,Standard travel reimbursement,571.46,,,,,,,,,Weather delay,,3,V1
418,M1003-M5279,TR000418,EXP000418,,Policy exception approved,460.86,,Rebooked rental,Better schedule,Alternative hotel selected,Quality issue,,,,,,3,V7
419,M1003-M5281,TR000419,EXP000419,Late submission,,538.19,,,,,,,,,,2,2,V18
422,M1003-M5286,TR000422,EXP000422,,Policy exception approved,428.14,,,,,,,,,,,4,V13
424,M1003-M5288,TR000424,EXP000424,,Standard travel reimbursement,471.84,,Rebooked flight,Schedule conflict,,,,,,Mechanical issue,,2,V29
425,M1003-M5290,TR000425,EXP000425,,Policy exception approved,264.4,,,,,,,,,,,0,V1
426,M1003-M5291,TR000426,EXP000426,,Policy exception approved,414.88,,,,,,,,,,,2,V1
427,M1003-M5291,TR000427,EXP000427,,Partial reimbursement,268.67,,,,New hotel chosen,Quality issue,,,,,,4,V21
428,M1003-M5291,TR000428,EXP000428,Missing receipt,,257.35,,,,,,,,,,3,4,V18
429,M1003-M5294,TR000429,EXP000429,,Policy exception approved,541.14,,,,New hotel chosen,Rate change,,,,Security screening,,3,V1
432,M1003-M5302,TR000432,EXP000432,,Standard travel reimbursement,237.76,Airline schedule change,,,,,,,,,,2,V1
434,M1003-M5307,TR000434,EXP000434,,Partial reimbursement,145.12,,,,,,,,,,,4,V1
435,M1003-M5307,TR000435,EXP000435,Personal expense,Partial reimbursement,297.82,,,,,,,,,,,0,V1
436,M1003-M5311,TR000436,EXP000436,,Policy exception approved,370.04,,Rebooked flight,Better schedule,New hotel chosen,Hotel overbooked,Updated First Class Flight,295.16,Time constraints,,,2,V27
437,M1003-M5313,TR000437,EXP000437,,Policy exception approved,290.5,,,,,,,,,,4,1,V19
438,M1003-M5315,TR000438,EXP000438,,Partial reimbursement,303.11,,,,,,,,,,,1,V1
439,M1003-M5316,TR000439,EXP000439,,Partial reimbursement,353.05,,,,,,,,,,,2,V1
440,M1003-M5317,TR000440,EXP000440,,Policy exception approved,513.17,,,,,,,,,,,0,V13
442,M1003-M5322,TR000442,EXP000442,,Policy exception approved,309.36,,,,,,,,,,,0,V16
444,M1003-M5333,TR000444,EXP000444,,Partial reimbursement,456.03,,,,,,,,,,,3,V25
446,M1003-M5338,TR000446,EXP000446,,Standard travel reimbursement,566.41,,Rebooked rental,Cheaper fare,Alternative hotel selected,Location preference,,,,,,0,V24
447,M1003-M5339,TR000447,EXP000447,,Policy exception approved,454.73,,Rebooked rental,Schedule conflict,Alternative hotel selected,Availability,,,,,,2,V24
448,M1003-M5339,TR000448,EXP000448,,Standard travel reimbursement,130.23,,,,,,,,,,,4,V1
449,M1003-M5339,TR000449,EXP000449,,Policy exception approved,395.46,,,,New hotel chosen,Rate change,,,,,,1,V1
450,M1003-M5339,TR000450,EXP000450,Late submission,Partial reimbursement,329.43,,Rebooked flight,Better schedule,,,,,,Mechanical issue,,3,V29
451,M1003-M5340,TR000451,EXP000451,,Policy exception approved,484.83,,,,New hotel chosen,Quality issue,,,,,2,1,V19
453,M1003-M5346,TR000453,EXP000453,,Standard travel reimbursement,131.66,,,,New hotel chosen,Quality issue,,,,,,4,V1
454,M1003-M5356,TR000454,EXP000454,,Standard travel reimbursement,477.34,,,,,,,,,Mechanical issue,,0,V11
455,M1003-M5357,TR000455,EXP000455,,Policy exception approved,458.13,,,,,,,,,,,3,V20
456,M1003-M5358,TR000456,EXP000456,,Partial reimbursement,471.73,,,,,,,,,,,1,V13
458,M1003-M5363,TR000458,EXP000458,Personal expense,Standard travel reimbursement,232.45,,,,,,,,,,,2,V1
459,M1003-M5365,TR000459,EXP000459,,Partial reimbursement,550.37,,,,,,,,,,4,1,V19
461,M1003-M5366,TR000461,EXP000461,,Policy exception approved,158.58,,,,,,Updated Train,108.91,Cost optimization,,,3,V1
462,M1003-M5367,TR000462,EXP000462,,Standard travel reimbursement,410.51,,,,,,Updated Volkswagen Golf diesel,58.41,Safety concern,,,2,V20
463,M1003-M5369,TR000463,EXP000463,,Standard travel reimbursement,208.68,,Rebooked rental,Route change,New hotel chosen,Rate change,,,,,,0,V9
464,M1003-M5372,TR000464,EXP000464,,Policy exception approved,424.64,,,,,,,,,,,1,V1
465,M1003-M5374,TR000465,EXP000465,,Partial reimbursement,212.94,,,,New hotel chosen,Rate change,,,,,,0,V1
466,M1003-M5377,TR000466,EXP000466,,Partial reimbursement,493.56,,,,New hotel chosen,Rate change,,,,,,4,V1
469,M1003-M5384,TR000469,EXP000469,,Policy exception approved,401.1,,Rebooked train,Better schedule,,,Updated Train,198.69,Time constraints,,,4,V15
470,M1003-M5384,TR000470,EXP000470,,Partial reimbursement,330.29,,,,,,,,,,,2,V1
471,M1003-M5384,TR000471,EXP000471,,Standard travel reimbursement,518.68,,,,,,,,,,,4,V1
472,M1003-M5385,TR000472,EXP000472,,Standard travel reimbursement,401.81,,,,,,,,,,,2,V1
476,M1003-M5387,TR000476,EXP000476,,Partial reimbursement,262.82,,,,,,,,,,,3,V1
477,M1003-M5387,TR000477,EXP000477,,Standard travel reimbursement,190.07,,Rebooked flight,Better schedule,,,Updated Economy Flight,-54.95,Client preference,Airport congestion,,3,V27
479,M1003-M5396,TR000479,EXP000479,,Standard travel reimbursement,250.42,,,,,,,,,Airport congestion,,1,V1
481,M1003-M5398,TR000481,EXP000481,,Policy exception approved,423.49,,Rebooked flight,Better schedule,,,Updated Economy Flight,133.6,Client preference,,,4,V15
483,M1003-M5402,TR000483,EXP000483,Personal expense,Partial reimbursement,231.38,,,,,,,,,,3,4,V19
484,M1003-M5409,TR000484,EXP000484,Late submission,Standard travel reimbursement,392.3,,,,,,,,,,,0,V14
486,M1003-M5412,TR000486,EXP000486,,Policy exception approved,488.99,,,,,,,,,,,1,V1
487,M1003-M5415,TR000487,EXP000487,,Policy exception approved,152.38,,,,,,,,,,,1,V1
488,M1003-M5418,TR000488,EXP000488,,Standard travel reimbursement,158.64,,,,,,,,,,,2,V1
489,M1003-M5419,TR000489,EXP000489,,Partial reimbursement,396.88,,,,,,,,,,,3,V14
490,M1003-M5420,TR000490,EXP000490,,Standard travel reimbursement,496.13,Airline schedule change,,,,,,,,Airport congestion,,0,V13
491,M1003-M5424,TR000491,EXP000491,,Policy exception approved,247.42,,,,,,,,,,,3,V1
492,M1003-M5424,TR000492,EXP000492,,Standard travel reimbursement,305.82,,,,,,,,,,,3,V1
493,M1003-M5425,TR000493,EXP000493,,Policy exception approved,301.99,,Rebooked flight,Schedule conflict,Alternative hotel selected,Location preference,,,,,,4,V24
494,M1003-M5429,TR000494,EXP000494,,Partial reimbursement,398.21,,,,,,,,,,,2,V1
496,M1003-M5432,TR000496,EXP000496,,Partial reimbursement,259.61,,,,,,,,,,,1,V3
497,M1003-M5433,TR000497,EXP000497,,Standard travel reimbursement,380.43,,,,,,,,,,,3,V1
498,M1003-M5434,TR000498,EXP000498,,Policy exception approved,243.96,,,,New hotel chosen,Location preference,,,,Security screening,,2,V1
500,M1003-M5436,TR000500,EXP000500,,Policy exception approved,392.62,,,,,,,,,,,1,V21
501,M1003-M5437,TR000501,EXP000501,,Standard travel reimbursement,152.98,,,,,,,,,,,2,V1
504,M1003-M5446,TR000504,EXP000504,,Standard travel reimbursement,465.7,,,,,,,,,,,1,V1
505,M1003-M5448,TR000505,EXP000505,,Standard travel reimbursement,366.72,,,,,,Updated Business Class Flight,63.72,Safety concern,,,2,V16
506,M1003-M5448,TR000506,EXP000506,,Partial reimbursement,342.14,,,,,,,,,,,4,V1
507,M1003-M5449,TR000507,EXP000507,,Partial reimbursement,423.4,,Rebooked rental,Cheaper fare,,,Updated Fiat 500 electric,257.81,Client preference,,,0,V15
508,M1003-M5452,TR000508,EXP000508,,Partial reimbursement,235.01,,,,New hotel chosen,Rate change,,,,,,4,V1
509,M1003-M5453,TR000509,EXP000509,,Partial reimbursement,407.75,,,,,,,,,,,1,V1
510,M1003-M5455,TR000510,EXP000510,,Partial reimbursement,143.8,Weather disruption,Rebooked flight,Missed connection,New hotel chosen,Rate change,Updated Economy Flight,239.99,Client preference,,,3,V27
511,M1003-M5458,TR000511,EXP000511,,Standard travel reimbursement,406.14,,,,,,,,,,,3,V1
512,M1003-M5459,TR000512,EXP000512,,Partial reimbursement,141.13,,,,,,,,,,2,4,V17
513,M1003-M5461,TR000513,EXP000513,,Standard travel reimbursement,318.51,,,,,,,,,,,4,V1
515,M1003-M5464,TR000515,EXP000515,,Policy exception approved,545.92,,,,,,Updated Economy Flight,35.34,Safety concern,,,0,V1
516,M1003-M5465,TR000516,EXP000516,Out of policy,Policy exception approved,548.91,,,,,,,,,,,2,V1
517,M1003-M5467,TR000517,EXP000517,,Policy exception approved,346.51,,Rebooked rental,Route change,,,Updated Volkswagen Golf petrol,79.02,Safety concern,,,3,V15
518,M1003-M5469,TR000518,EXP000518,Out of policy,Standard travel reimbursement,299.71,,,,,,,,,,,2,V1
520,M1003-M5475,TR000520,EXP000520,,Partial reimbursement,187.49,,,,,,,,,,,2,V21
522,M1003-M5476,TR000522,EXP000522,,Policy exception approved,247.38,,Rebooked flight,Cheaper fare,,,,,,,,2,V23
524,M1003-M5479,TR000524,EXP000524,,Standard travel reimbursement,238.79,,,,,,,,,,2,1,V17
525,M1003-M5484,TR000525,EXP000525,Out of policy,Partial reimbursement,598.77,,Rebooked flight,Cheaper fare,New hotel chosen,Quality issue,,,,,,0,V24
527,M1003-M5486,TR000527,EXP000527,,Policy exception approved,209.72,,,,,,,,,,,1,V26
528,M1003-M5487,TR000528,EXP000528,,Policy exception approved,442.74,,,,,,,,,,,3,V26
529,M1003-M5487,TR000529,EXP000529,,Policy exception approved,207.73,,,,,,,,,,4,2,V17
530,M1003-M5490,TR000530,EXP000530,,Partial reimbursement,468.21,,,,,,,,,,,2,V22
531,M1003-M5491,TR000531,EXP000531,,Standard travel reimbursement,371.93,,,,,,,,,,,0,V1
532,M1003-M5494,TR000532,EXP000532,,Policy exception approved,433.13,,Rebooked flight,Better schedule,New hotel chosen,Location preference,,,,,,0,V23
534,M1003-M5496,TR000534,EXP000534,,Policy exception approved,407.27,,,,,,,,,,3,4,V17
535,M1003-M5497,TR000535,EXP000535,Out of policy,Partial reimbursement,123.57,,,,,,,,,,,0,V1
536,M1003-M5498,TR000536,EXP000536,Out of policy,Partial reimbursement,154.83,,,,,,,,,,,1,V1
537,M1003-M5501,TR000537,EXP000537,,Partial reimbursement,386.71,,,,,,,,,,,2,V1
538,M1003-M5505,TR000538,EXP000538,,Policy exception approved,145.85,,,,,,Updated Business Class Flight,-2.54,Cost optimization,,,4,V1
540,M1003-M5507,TR000540,EXP000540,,Partial reimbursement,416.74,,,,New hotel chosen,Location preference,,,,,,4,V1
542,M1003-M5521,TR000542,EXP000542,,Partial reimbursement,323.78,,,,,,,,,Airport congestion,,2,V1
543,M1003-M5523,TR000543,EXP000543,,Policy exception approved,307.64,,,,,,,,,,,2,V1
544,M1003-M5529,TR000544,EXP000544,,Policy exception approved,322.35,,Rebooked flight,Route change,Alternative hotel selected,Rate change,,,,Security screening,,3,V24
546,M1003-M5530,TR000546,EXP000546,Late submission,Standard travel reimbursement,311.09,,,,,,,,,,4,4,V17
547,M1003-M5537,TR000547,EXP000547,,Partial reimbursement,365.22,,,,,,,,,,,2,V1
548,M1003-M5537,TR000548,EXP000548,,Policy exception approved,479.36,,,,New hotel chosen,Rate change,,,,,,1,V25
549,M1003-M5540,TR000549,EXP000549,,Standard travel reimbursement,427.29,,,,,,,,,,,4,V1
550,M1003-M5543,TR000550,EXP000550,,Partial reimbursement,444.45,,,,,,,,,,4,4,V19
551,M1003-M5544,TR000551,EXP000551,,Standard travel reimbursement,408.38,,,,,,,,,,,1,V1
552,M1003-M5546,TR000552,EXP000552,Out of policy,Standard travel reimbursement,131.77,,,,,,Updated Volkswagen Golf petrol,-74.92,Time constraints,,,4,V16
553,M1003-M5546,TR000553,EXP000553,,Policy exception approved,264.54,,,,New hotel chosen,Quality issue,,,,,,0,V1
554,M1003-M5548,TR000554,EXP000554,,Partial reimbursement,553.95,,,,,,,,,,,1,V20
556,M1004-M5000,TR000556,EXP000556,,Standard travel reimbursement,234.03,,,,New hotel chosen,Location preference,,,,,,0,V1
557,M1004-M5001,TR000557,EXP000557,,Standard travel reimbursement,236.65,,,,,,,,,,,4,V1
558,M1004-M5002,TR000558,EXP000558,Personal expense,Policy exception approved,290.82,,,,,,,,,,,3,V6
559,M1004-M5003,TR000559,EXP000559,,Standard travel reimbursement,440.96,,,,,,,,,,,4,V26
560,M1004-M5003,TR000560,EXP000560,Late submission,Standard travel reimbursement,598.06,,Rebooked flight,Schedule conflict,,,Updated First Class Flight,54.82,Time constraints,,,4,V15
562,M1004-M5008,TR000562,EXP000562,Late submission,Partial reimbursement,364.56,,,,,,,,,,,4,V1
563,M1004-M5008,TR000563,EXP000563,Out of policy,Standard travel reimbursement,585.54,,,,,,,,,,,1,V20
564,M1004-M5010,TR000564,EXP000564,Missing receipt,Policy exception approved,530.39,,,,,,,,,,,2,V21
565,M1004-M5011,TR000565,EXP000565,,Standard travel reimbursement,296.07,,,,,,,,,Station congestion,,0,V11
566,M1004-M5012,TR000566,EXP000566,,Policy exception approved,390.46,,,,,,,,,,,1,V1
567,M1004-M5014,TR000567,EXP000567,Out of policy,Policy exception approved,105.75,,,,,,Updated Economy Flight,-21.03,Time constraints,,,1,V1
568,M1004-M5015,TR000568,EXP000568,,Partial reimbursement,362.79,,,,,,,,,,,4,V1
569,M1004-M5016,TR000569,EXP000569,,Policy exception approved,253.18,,,,,,,,,,,4,V1
570,M1004-M5017,TR000570,EXP000570,,Partial reimbursement,248.21,,,,,,,,,,,1,V1
571,M1004-M5019,TR000571,EXP000571,,Partial reimbursement,156.71,,,,,,,,,,,2,V1
